ID_LUOGO,ID_NAZIONE,DENOMINAZIONE,STATO,TIPO_LUOGO,COD_MF,ID_LUOGO_NUOVO,ID_PROVINCIA,COD_ISTAT,CAP,COD_CATASTALE,DT_INIZIO_VALIDITA,DT_FINE_VALIDITA,DT_INSERIMENTO,DT_AGGIORNAMENTO,ID_LUOGO_FONTE,FLAG_CERTIFICATO
30216,100,FONTANIVA,0,ITA,D679,30216,28,028038,35864,D679,1900-01-01,4712-12-31,2000-05-12,2000-05-12,30216,N
30281,100,ARZERGRANDE,0,ITA,A458,30281,28,028007,35306,A458,1900-01-01,4712-12-31,2000-05-12,2000-05-12,30281,N
31304,100,MASI,0,ITA,F013,31304,28,028049,35655,F013,1900-01-01,4712-12-31,2000-05-12,2000-05-12,31304,N
31365,100,CAMPODORO,0,ITA,B531,31365,28,028018,35004,B531,1900-01-01,4712-12-31,2000-05-12,2000-05-12,31365,N
31498,100,POSSAGNO,0,ITA,G933,31498,26,026061,31974,G933,1900-01-01,4712-12-31,2000-05-12,2000-05-12,31498,N
30730,100,SONA,0,ITA,I826,30730,23,023083,37273,I826,1900-01-01,4712-12-31,2000-05-12,2000-05-12,30730,N
30794,100,TREVIGNANO,0,ITA,L402,30794,26,026085,31593,L402,1900-01-01,4712-12-31,2000-05-12,2000-05-12,30794,N
30407,100,NERVESA DELLA BATTAGLIA,0,ITA,F872,30407,26,026050,31527,F872,1900-01-01,4712-12-31,2000-05-12,2000-05-12,30407,N
29766,100,BONAVIGO,0,ITA,A964,29766,23,023009,37894,A964,1900-01-01,4712-12-31,2000-05-12,2000-05-12,29766,N
58122,100,SALIZZOLE,0,ITA,H714,58122,23,023068,37028,H714,1900-01-01,4712-12-31,2000-05-12,2000-05-12,58122,N
58183,100,GAZZO VERONESE,0,ITA,D957,58183,23,023037,37266,D957,1900-01-01,4712-12-31,2000-05-12,2000-05-12,58183,N
57604,100,CARRARA SAN GIORGIO,1,ITA,B833,57604,28,028024,35605,B833,1900-01-01,1995-03-23,2001-12-24,2001-12-24,57604,N
58437,100,SANGUINETTO,0,ITA,H944,58437,23,023072,37988,H944,1900-01-01,4712-12-31,2000-05-12,2000-05-12,58437,N
33607,100,CENESELLI,0,ITA,C461,33607,29,029014,45455,C461,1900-01-01,4712-12-31,2000-05-12,2000-05-12,33607,N
29255,100,VIGO DI CADORE,0,ITA,L890,29255,25,025065,32225,L890,1900-01-01,4712-12-31,2000-05-12,2000-05-12,29255,N
29319,100,MEL,1,ITA,F094,29319,25,025034,32340,F094,1900-01-01,2019-01-30,2000-05-12,2000-05-12,29319,N
27335,100,NOVE,0,ITA,F957,27335,24,024073,36773,F957,1900-01-01,4712-12-31,2000-05-12,2000-05-12,27335,N
26820,100,SOLAGNA,0,ITA,I783,26820,24,024101,36847,I783,1900-01-01,4712-12-31,2000-05-12,2000-05-12,26820,N
26821,100,CALALZO DI CADORE,0,ITA,B375,26821,25,025008,32633,B375,1900-01-01,4712-12-31,2000-05-12,2000-05-12,26821,N
27015,100,MOSSANO,1,ITA,F768,27015,24,024069,36365,F768,1900-01-01,2006-02-06,2006-02-07,2006-02-07,27015,N
-135,100,BRENTINO BELLUNO,1,ITA,A758,30086,23,,37988,A758,,,,,-135,N
-229,100,BRENTINO BELLUNO,1,ITA,B151,30086,23,,37209,B151,,,,,-229,N
-1095,100,VERONA,1,ITA,F252,22920,23,,37890,F252,,,,,-1095,N
-1715,100,VERONA,1,ITA,I246,22920,23,,37651,I246,,,,,-1715,N
-1297,100,VERONA,1,ITA,G341,22920,23,,37880,G341,,,,,-1297,N
-1655,100,VERONA,1,ITA,I022,22920,23,,37370,I022,,,,,-1655,N
-1174,100,VERONA,1,ITA,F691,22920,23,,37955,F691,,,,,-1174,N
-1459,100,VERONA,1,ITA,H133,22920,23,,37116,H133,,,,,-1459,N
-1466,100,VERONA,1,ITA,H142,22920,23,,37870,H142,,,,,-1466,N
-88,100,VERONA,1,ITA,A513,22920,23,,37381,A513,,,,,-88,N
-287,100,VERONA,1,ITA,B342,22920,23,,37498,B342,,,,,-287,N
-1449,100,NEGRAR,1,ITA,H084,22215,23,,37990,H084,,,,,-1449,N
-624,100,GAZZO VERONESE,1,ITA,D039,58183,23,,37070,D039,,,,,-624,N
-473,100,COSTERMANO,1,ITA,C326,57418,23,,37937,C326,,,,,-473,N
-149,100,BEVILACQUA,1,ITA,A838,46790,23,,37457,A838,,,,,-149,N
-1030,100,SAN MARTINO BUON ALBERGO,1,ITA,E926,41413,23,,37617,E926,,,,,-1030,N
-1211,100,SAN PIETRO IN CARIANO,1,ITA,F860,50311,23,,37634,F860,,,,,-1211,N
-1660,100,CAPRINO VERONESE,1,ITA,I041,4933,23,,37575,I041,,,,,-1660,N
-230,100,FUMANE,1,ITA,B155,32262,23,,37992,B155,,,,,-230,N
26249,100,MONTECCHIO PRECALCINO,0,ITA,F465,26249,24,024062,36170,F465,1900-01-01,4712-12-31,2000-05-12,2000-05-12,26249,N
31238,100,FARRA DI SOLIGO,0,ITA,D505,31238,26,026026,31669,D505,1900-01-01,4712-12-31,2000-05-12,2000-05-12,31238,N
31239,100,SANTA MARGHERITA D'ADIGE,1,ITA,I226,31239,28,028081,35814,I226,1900-01-01,2018-02-16,2000-05-12,2000-05-12,31239,N
24324,100,PONTECCHIO POLESINE,0,ITA,G836,24324,29,029038,45588,G836,1900-01-01,4712-12-31,2000-05-12,2000-05-12,24324,N
24391,100,SAN MAURO DI SALINE,0,ITA,H712,24391,23,023074,37733,H712,1900-01-01,4712-12-31,2000-05-12,2000-05-12,24391,N
24392,100,VIGONZA,0,ITA,L900,24392,28,028100,35088,L900,1900-01-01,4712-12-31,2000-05-12,2000-05-12,24392,N
24393,100,BOSARO,0,ITA,B069,24393,29,029007,45290,B069,1900-01-01,4712-12-31,2000-05-12,2000-05-12,24393,N
24457,100,SAN VENDEMIANO,0,ITA,I382,24457,26,026076,31666,I382,1900-01-01,4712-12-31,2000-05-12,2000-05-12,24457,N
25415,100,VILLAMARZANA,0,ITA,L967,25415,29,029049,45326,L967,1900-01-01,4712-12-31,2000-05-12,2000-05-12,25415,N
24581,100,PONTELONGO,0,ITA,G850,24581,28,028068,35037,G850,1900-01-01,4712-12-31,2000-05-12,2000-05-12,24581,N
24645,100,SALARA,0,ITA,H689,24645,29,029042,45502,H689,1900-01-01,4712-12-31,2000-05-12,2000-05-12,24645,N
24711,100,CASTELGUGLIELMO,0,ITA,C122,24711,29,029011,45146,C122,1900-01-01,4712-12-31,2000-05-12,2000-05-12,24711,N
24839,100,GRUMOLO DELLE ABBADESSE,0,ITA,E226,24839,24,024047,36896,E226,1900-01-01,4712-12-31,2000-05-12,2000-05-12,24839,N
24904,100,BRESSANVIDO,0,ITA,B161,24904,24,024016,36044,B161,1900-01-01,4712-12-31,2000-05-12,2000-05-12,24904,N
24135,100,ILLASI,0,ITA,E284,24135,23,023039,37751,E284,1900-01-01,4712-12-31,2000-05-12,2000-05-12,24135,N
26311,100,CISMON DEL GRAPPA,1,ITA,C734,26311,24,024031,36750,C734,1900-01-01,2019-01-30,2000-05-12,2000-05-12,26311,N
26439,100,SCORZE',0,ITA,I551,26439,27,027037,30321,I551,1900-01-01,4712-12-31,2000-05-12,2000-05-12,26439,N
26567,100,SACCOLONGO,0,ITA,H655,26567,28,028073,35963,H655,1900-01-01,4712-12-31,2000-05-12,2000-05-12,26567,N
26568,100,LENDINARA,0,ITA,E522,26568,29,029029,45466,E522,1900-01-01,4712-12-31,2000-05-12,2000-05-12,26568,N
26629,100,SARCEDO,0,ITA,I425,26629,24,024097,36608,I425,1900-01-01,4712-12-31,2000-05-12,2000-05-12,26629,N
25864,100,SALCEDO,0,ITA,F810,25864,24,024090,36589,F810,1900-01-01,4712-12-31,2000-05-12,2000-05-12,25864,N
25926,100,MASON VICENTINO,1,ITA,F019,25926,24,024058,36089,F019,1900-01-01,2019-02-20,2000-05-12,2000-05-12,25926,N
25990,100,CASTEGNERO,1,ITA,C056,25990,24,024027,36500,C056,1900-01-01,2026-02-20,2026-03-24,2026-03-24,25990,N
26053,100,AGORDO,0,ITA,A083,26053,25,025001,32756,A083,1900-01-01,4712-12-31,2000-05-12,2000-05-12,26053,N
25479,100,COSTA DI ROVIGO,0,ITA,D105,25479,29,029018,45961,D105,1900-01-01,4712-12-31,2000-05-12,2000-05-12,25479,N
25542,100,ROMANO D'EZZELINO,0,ITA,H512,25542,24,024086,36178,H512,1900-01-01,4712-12-31,2000-05-12,2000-05-12,25542,N
25669,100,PRAMAGGIORE,0,ITA,G981,25669,27,027030,30148,G981,1900-01-01,4712-12-31,2000-05-12,2000-05-12,25669,N
25798,100,FIESSO UMBERTIANO,0,ITA,D577,25798,29,029022,45726,D577,1900-01-01,4712-12-31,2000-05-12,2000-05-12,25798,N
25161,100,LONGARE,0,ITA,E671,25161,24,024051,36378,E671,1900-01-01,4712-12-31,2000-05-12,2000-05-12,25161,N
25223,100,CALVENE,0,ITA,B441,25223,24,024020,36692,B441,1900-01-01,4712-12-31,2000-05-12,2000-05-12,25223,N
25350,100,NOALE,0,ITA,F904,25350,27,027026,30950,F904,1900-01-01,4712-12-31,2000-05-12,2000-05-12,25350,N
32073,100,CEGGIA,0,ITA,C422,32073,27,027007,30967,C422,1900-01-01,4712-12-31,2000-05-12,2000-05-12,32073,N
32202,100,ROVEREDO DI GUA',0,ITA,H610,32202,23,023066,37202,H610,1900-01-01,4712-12-31,2000-05-12,2000-05-12,32202,N
32262,100,FUMANE,0,ITA,D818,32262,23,023035,37169,D818,1900-01-01,4712-12-31,2000-05-12,2000-05-12,32262,N
32263,100,RIESE PIO X,0,ITA,H280,32263,26,026068,31162,H280,1900-01-01,4712-12-31,2000-05-12,2000-05-12,32263,N
31558,100,FREGONA,0,ITA,D794,31558,26,026030,31238,D794,1900-01-01,4712-12-31,2000-05-12,2000-05-12,31558,N
31622,100,MERLARA,0,ITA,F148,31622,28,028053,35973,F148,1900-01-01,4712-12-31,2000-05-12,2000-05-12,31622,N
31813,100,VIGASIO,0,ITA,L869,31813,23,023094,37326,L869,1900-01-01,4712-12-31,2000-05-12,2000-05-12,31813,N
31113,100,OPPEANO,0,ITA,G080,31113,23,023055,37856,G080,1900-01-01,4712-12-31,2000-05-12,2000-05-12,31113,N
31173,100,CAZZANO DI TRAMIGNA,0,ITA,C412,31173,23,023024,37078,C412,1900-01-01,4712-12-31,2000-05-12,2000-05-12,31173,N
58245,100,MASER,0,ITA,F009,58245,26,026039,31173,F009,1900-01-01,4712-12-31,2000-05-12,2000-05-12,58245,N
57736,100,VILLAFRANCA DI VERONA,0,ITA,L949,57736,23,023096,37968,L949,1900-01-01,4712-12-31,2000-05-12,2000-05-12,57736,N
57862,100,ALONTE,0,ITA,A220,57862,24,024003,36841,A220,1900-01-01,4712-12-31,2000-05-12,2000-05-12,57862,N
1416,100,NANTO,1,ITA,F838,1416,24,024071,36637,F838,1900-01-01,2026-02-20,2026-03-24,2026-03-24,1416,N
1417,100,SAN PIETRO IN GU',1,ITA,I107,1417,28,028078,35822,I107,1900-01-01,2012-07-04,2000-05-12,2000-05-12,1417,N
1668,100,TONEZZA DEL CIMONE,0,ITA,D717,1668,24,024106,36108,D717,1900-01-01,4712-12-31,2000-05-12,2000-05-12,1668,N
1222,100,CENCENIGHE AGORDINO,0,ITA,C458,1222,25,025010,32280,C458,1900-01-01,4712-12-31,2000-05-12,2000-05-12,1222,N
900,100,BELLUNO,0,ITA,A757,900,25,025006,32489,A757,1900-01-01,4712-12-31,2000-05-12,2000-05-12,900,N
53831,100,VALSTAGNA,1,ITA,L650,53831,24,024114,36224,L650,1900-01-01,2019-01-30,2000-05-12,2000-05-12,53831,N
53254,100,ORGIANO,0,ITA,G095,53254,24,024075,36101,G095,1900-01-01,4712-12-31,2000-05-12,2000-05-12,53254,N
31174,100,PIEVE DI SOLIGO,0,ITA,G645,31174,26,026057,31018,G645,1900-01-01,4712-12-31,2000-05-12,2000-05-12,31174,N
23690,100,ZIMELLA,0,ITA,M178,23690,23,023098,37986,M178,1900-01-01,4712-12-31,2000-05-12,2000-05-12,23690,N
22985,100,PESCHIERA DEL GARDA,0,ITA,G489,22985,23,023059,37115,G489,1900-01-01,4712-12-31,2000-05-12,2000-05-12,22985,N
22986,100,VOLPAGO DEL MONTELLO,0,ITA,M118,22986,26,026093,31368,M118,1900-01-01,4712-12-31,2000-05-12,2000-05-12,22986,N
23045,100,COLOGNOLA AI COLLI,0,ITA,C897,23045,23,023028,37562,C897,1900-01-01,4712-12-31,2000-05-12,2000-05-12,23045,N
23108,100,SAONARA,0,ITA,I418,23108,28,028085,35002,I418,1900-01-01,4712-12-31,2000-05-12,2000-05-12,23108,N
23177,100,CAMPONOGARA,0,ITA,B554,23177,27,027004,30970,B554,1900-01-01,4712-12-31,2000-05-12,2000-05-12,23177,N
23304,100,RONCA',0,ITA,H522,23304,23,023063,37758,H522,1900-01-01,4712-12-31,2000-05-12,2000-05-12,23304,N
22603,100,TREGNAGO,0,ITA,L364,22603,23,023087,37160,L364,1900-01-01,4712-12-31,2000-05-12,2000-05-12,22603,N
28165,100,SELVA DI CADORE,0,ITA,I592,28165,25,025054,32338,I592,1900-01-01,4712-12-31,2000-05-12,2000-05-12,28165,N
28229,100,CANALE D'AGORDO,0,ITA,B574,28229,25,025023,32896,B574,1900-01-01,4712-12-31,2000-05-12,2000-05-12,28229,N
27587,100,TORRI DI QUARTESOLO,0,ITA,L297,27587,24,024108,36665,L297,1900-01-01,4712-12-31,2000-05-12,2000-05-12,27587,N
27910,100,VALDASTICO,0,ITA,L554,27910,24,024112,36489,L554,1900-01-01,4712-12-31,2000-05-12,2000-05-12,27910,N
27911,100,FALCADE,0,ITA,D470,27911,25,025019,32801,D470,1900-01-01,4712-12-31,2000-05-12,2000-05-12,27911,N
27078,100,DUEVILLE,0,ITA,D379,27078,24,024038,36553,D379,1900-01-01,4712-12-31,2000-05-12,2000-05-12,27078,N
27079,100,RIVAMONTE AGORDINO,0,ITA,H327,27079,25,025043,32076,H327,1900-01-01,4712-12-31,2000-05-12,2000-05-12,27079,N
27139,100,CHIES D'ALPAGO,0,ITA,C630,27139,25,025012,32682,C630,1900-01-01,4712-12-31,2000-05-12,2000-05-12,27139,N
19206,100,PIANEZZE,0,ITA,G560,19206,24,024077,36559,G560,1900-01-01,4712-12-31,2000-05-12,2000-05-12,19206,N
19269,100,SAN VITO DI CADORE,0,ITA,I392,19269,25,025051,32071,I392,1900-01-01,4712-12-31,2000-05-12,2000-05-12,19269,N
19334,100,FARRA D'ALPAGO,1,ITA,D506,19334,25,025020,32972,D506,1900-01-01,2016-11-15,2000-05-12,2000-05-12,19334,N
18692,100,THIENE,0,ITA,L157,18692,24,024105,36302,L157,1900-01-01,4712-12-31,2000-05-12,2000-05-12,18692,N
18120,100,MONTEVIALE,0,ITA,F662,18120,24,024066,36232,F662,1900-01-01,4712-12-31,2000-05-12,2000-05-12,18120,N
18182,100,COSTABISSARA,0,ITA,D107,18182,24,024035,36402,D107,1900-01-01,4712-12-31,2000-05-12,2000-05-12,18182,N
18183,100,PONTE NELLE ALPI,0,ITA,B662,18183,25,025040,32255,B662,1900-01-01,4712-12-31,2000-05-12,2000-05-12,18183,N
16518,100,TAGLIO DI PO,0,ITA,L026,16518,29,029046,45599,L026,1900-01-01,4712-12-31,2000-05-12,2000-05-12,16518,N
-22,100,VEDELAGO,1,ITA,A136,22665,26,,31690,A136,,,,,-22,N
-1345,100,ODERZO,1,ITA,G578,13384,26,,31581,G578,,,,,-1345,N
-916,100,SAN POLO DI PIAVE,1,ITA,E408,58503,26,,31059,E408,,,,,-916,N
-1682,100,VALDOBBIADENE,1,ITA,I101,56712,26,,31427,I101,,,,,-1682,N
-1843,100,SAN BIAGIO DI CALLALTA,1,ITA,I890,49608,26,,31839,I890,,,,,-1843,N
-1498,100,REVINE LAGO,1,ITA,H252,49289,26,,31508,H252,,,,,-1498,N
-1795,100,VITTORIO VENETO,1,ITA,I664,40010,26,,31821,I664,,,,,-1795,N
-504,100,VITTORIO VENETO,1,ITA,C460,40010,26,,31274,C460,,,,,-504,N
16583,100,CEREGNANO,0,ITA,C500,16583,29,029015,45969,C500,1900-01-01,4712-12-31,2000-05-12,2000-05-12,16583,N
18441,100,MUSSOLENTE,0,ITA,F829,18441,24,024070,36168,F829,1900-01-01,4712-12-31,2000-05-12,2000-05-12,18441,N
18442,100,SAN MARTINO DI LUPARI,0,ITA,I008,18442,28,028077,35853,I008,1900-01-01,4712-12-31,2000-05-12,2000-05-12,18442,N
17735,100,SAN PIETRO MUSSOLINO,0,ITA,I117,17735,24,024094,36539,I117,1900-01-01,4712-12-31,2000-05-12,2000-05-12,17735,N
17924,100,AURONZO DI CADORE,0,ITA,A501,17924,25,025005,32594,A501,1900-01-01,4712-12-31,2000-05-12,2000-05-12,17924,N
20869,100,BARDOLINO,0,ITA,A650,20869,23,023006,37030,A650,1900-01-01,4712-12-31,2000-05-12,2000-05-12,20869,N
20104,100,ZERMEGHEDO,0,ITA,M170,20104,24,024120,36471,M170,1900-01-01,4712-12-31,2000-05-12,2000-05-12,20104,N
20105,100,LA VALLE AGORDINA,0,ITA,E490,20105,25,025027,32836,E490,1900-01-01,4712-12-31,2000-05-12,2000-05-12,20105,N
20163,100,ALTIVOLE,0,ITA,A237,20163,26,026001,31548,A237,1900-01-01,4712-12-31,2000-05-12,2000-05-12,20163,N
20358,100,VALLADA AGORDINA,0,ITA,L584,20358,25,025062,32806,L584,1900-01-01,4712-12-31,2000-05-12,2000-05-12,20358,N
20422,100,LONGARONE,1,ITA,E672,20422,25,025031,32651,E672,1900-01-01,2014-02-21,2000-05-12,2000-05-12,20422,N
19783,100,VICENZA,0,ITA,L840,19783,24,024116,36208,L840,1900-01-01,4712-12-31,2000-05-12,2000-05-12,19783,N
17542,100,SAN MICHELE AL TAGLIAMENTO,0,ITA,I040,17542,27,027034,30065,I040,1900-01-01,4712-12-31,2000-05-12,2000-05-12,17542,N
22665,100,VEDELAGO,0,ITA,L706,22665,26,026089,31156,L706,1900-01-01,4712-12-31,2000-05-12,2000-05-12,22665,N
22728,100,MASSANZAGO,0,ITA,F033,22728,28,028050,35254,F033,1900-01-01,4712-12-31,2000-05-12,2000-05-12,22728,N
22920,100,VERONA,0,ITA,L781,22920,23,023091,37506,L781,1900-01-01,4712-12-31,2000-05-12,2000-05-12,22920,N
22215,100,NEGRAR,1,ITA,F861,22215,23,023052,37465,F861,1900-01-01,2019-02-23,2019-02-19,2019-02-19,22215,N
22278,100,CASTEL D'AZZANO,0,ITA,C078,22278,23,023021,37460,C078,1900-01-01,4712-12-31,2000-05-12,2000-05-12,22278,N
22279,100,PADERNO DEL GRAPPA,1,ITA,G221,22279,26,026054,31379,G221,1900-01-01,2006-02-07,2006-02-08,2006-02-08,22279,N
54085,100,SOSPIROLO,0,ITA,I866,54085,25,025056,32251,I866,1900-01-01,4712-12-31,2000-05-12,2000-05-12,54085,N
31684,100,CARCERI,1,ITA,B749,31684,28,028022,35809,B749,1900-01-01,2024-01-21,2000-05-12,2000-05-12,31684,N
22340,100,CORNUDA,0,ITA,D030,22340,26,026023,31167,D030,1900-01-01,4712-12-31,2000-05-12,2000-05-12,22340,N
22408,100,LOREGGIA,0,ITA,E684,22408,28,028046,35115,E684,1900-01-01,4712-12-31,2000-05-12,2000-05-12,22408,N
22468,100,BRUGINE,0,ITA,B213,22468,28,028015,35802,B213,1900-01-01,4712-12-31,2000-05-12,2000-05-12,22468,N
21834,100,SELVA DI PROGNO,0,ITA,I594,21834,23,023080,37158,I594,1900-01-01,4712-12-31,2000-05-12,2000-05-12,21834,N
21899,100,MINERBE,0,ITA,F218,21899,23,023048,37598,F218,1900-01-01,4712-12-31,2000-05-12,2000-05-12,21899,N
21900,100,SPRESIANO,0,ITA,I927,21900,26,026082,31845,I927,1900-01-01,4712-12-31,2000-05-12,2000-05-12,21900,N
21958,100,CALDIERO,0,ITA,B402,21958,23,023017,37705,B402,1900-01-01,4712-12-31,2000-05-12,2000-05-12,21958,N
22021,100,CODOGNE',0,ITA,C815,22021,26,026019,31008,C815,1900-01-01,4712-12-31,2000-05-12,2000-05-12,22021,N
21318,100,CORREZZOLA,0,ITA,D040,21318,28,028035,35263,D040,1900-01-01,4712-12-31,2000-05-12,2000-05-12,21318,N
21383,100,ANGUILLARA VENETA,0,ITA,A296,21383,28,028004,35713,A296,1900-01-01,4712-12-31,2000-05-12,2000-05-12,21383,N
20933,100,CARBONERA,0,ITA,B744,20933,26,026008,31491,B744,1900-01-01,4712-12-31,2000-05-12,2000-05-12,20933,N
21128,100,ISOLA RIZZA,0,ITA,E358,21128,23,023041,37343,E358,1900-01-01,4712-12-31,2000-05-12,2000-05-12,21128,N
21129,100,ZOPPE' DI CADORE,0,ITA,M189,21129,25,025069,32162,M189,1900-01-01,4712-12-31,2000-05-12,2000-05-12,21129,N
21193,100,BOSCHI SANT'ANNA,0,ITA,B070,21193,23,023010,37763,B070,1900-01-01,4712-12-31,2000-05-12,2000-05-12,21193,N
21194,100,PIEVE D'ALPAGO,1,ITA,G638,21194,25,025038,32155,G638,1900-01-01,2016-11-15,2000-05-12,2000-05-12,21194,N
21195,100,MOGLIANO VENETO,0,ITA,F269,21195,26,026043,31964,F269,1900-01-01,4712-12-31,2000-05-12,2000-05-12,21195,N
21253,100,CASTELFRANCO VENETO,0,ITA,C111,21253,26,026012,31138,C111,1900-01-01,4712-12-31,2000-05-12,2000-05-12,21253,N
17670,100,POZZONOVO,0,ITA,G963,17670,28,028070,35923,G963,1900-01-01,4712-12-31,2000-05-12,2000-05-12,17670,N
17671,100,GAVELLO,0,ITA,D942,17671,29,029026,45664,D942,1900-01-01,4712-12-31,2000-05-12,2000-05-12,17671,N
17033,100,MALO,0,ITA,E864,17033,24,024055,36945,E864,1900-01-01,4712-12-31,2000-05-12,2000-05-12,17033,N
17093,100,CARRE',0,ITA,B835,17093,24,024024,36867,B835,1900-01-01,4712-12-31,2000-05-12,2000-05-12,17093,N
16452,100,MIRA,0,ITA,F229,16452,27,027023,30835,F229,1900-01-01,4712-12-31,2000-05-12,2000-05-12,16452,N
24197,100,VEGGIANO,0,ITA,L710,24197,28,028096,35585,L710,1900-01-01,4712-12-31,2000-05-12,2000-05-12,24197,N
24263,100,FOSSALTA DI PIAVE,0,ITA,D740,24263,27,027015,30482,D740,1900-01-01,4712-12-31,2000-05-12,2000-05-12,24263,N
20038,100,SOVRAMONTE,0,ITA,I673,20038,25,025058,32798,I673,1900-01-01,4712-12-31,2000-05-12,2000-05-12,20038,N
18951,100,SAN PIETRO DI CADORE,0,ITA,I088,18951,25,025047,32038,I088,1900-01-01,4712-12-31,2000-05-12,2000-05-12,18951,N
19013,100,CORTINA D'AMPEZZO,0,ITA,A266,19013,25,025016,32080,A266,1900-01-01,4712-12-31,2000-05-12,2000-05-12,19013,N
16647,100,QUINTO VICENTINO,0,ITA,H134,16647,24,024083,36029,H134,1900-01-01,4712-12-31,2000-05-12,2000-05-12,16647,N
16838,100,VILLANOVA DEL GHEBBO,0,ITA,L985,16838,29,029050,45530,L985,1900-01-01,4712-12-31,2000-05-12,2000-05-12,16838,N
15945,100,GAMBUGLIANO,1,ITA,D902,15945,24,024044,36764,D902,1900-01-01,2024-01-21,2000-05-12,2000-05-12,15945,N
16007,100,BOLZANO VICENTINO,0,ITA,A954,16007,24,024013,36142,A954,1900-01-01,4712-12-31,2000-05-12,2000-05-12,16007,N
16135,100,JESOLO,0,ITA,C388,16135,27,027019,30046,C388,1900-01-01,4712-12-31,2000-05-12,2000-05-12,16135,N
16264,100,SANT'ANNA D'ALFAEDO,0,ITA,I292,16264,23,023078,37537,I292,1900-01-01,4712-12-31,2000-05-12,2000-05-12,16264,N
16265,100,VILLANOVA DI CAMPOSAMPIERO,0,ITA,L979,16265,28,028104,35648,L979,1900-01-01,4712-12-31,2003-06-10,2003-06-10,16265,N
13125,100,CHIARANO,0,ITA,C614,13125,26,026016,31254,C614,1900-01-01,4712-12-31,2000-05-12,2000-05-12,13125,N
13191,100,GALLIERA VENETA,0,ITA,D879,13191,28,028039,35602,D879,1900-01-01,4712-12-31,2000-05-12,2000-05-12,13191,N
13257,100,BAGNOLI DI SOPRA,0,ITA,A568,13257,28,028008,35259,A568,1900-01-01,4712-12-31,2000-05-12,2000-05-12,13257,N
13384,100,ODERZO,0,ITA,F999,13384,26,026051,31739,F999,1900-01-01,4712-12-31,2000-05-12,2000-05-12,13384,N
13445,100,COLLE UMBERTO,0,ITA,C848,13445,26,026020,31940,C848,1900-01-01,4712-12-31,2000-05-12,2000-05-12,13445,N
13511,100,GRANZE,0,ITA,E146,13511,28,028043,35259,E146,1900-01-01,4712-12-31,2000-05-12,2000-05-12,13511,N
15560,100,SAN PIETRO DI FELETTO,0,ITA,I103,15560,26,026073,31561,I103,1900-01-01,4712-12-31,2000-05-12,2000-05-12,15560,N
15685,100,ASIAGO,0,ITA,A465,15685,24,024009,36825,A465,1900-01-01,4712-12-31,2000-05-12,2000-05-12,15685,N
15686,100,PIOVE DI SACCO,0,ITA,G693,15686,28,028065,35249,G693,1900-01-01,4712-12-31,2000-05-12,2000-05-12,15686,N
-1066,100,AURONZO DI CADORE,1,ITA,F124,17924,25,,32234,F124,,,,,-1066,N
15179,100,ROVERE' VERONESE,0,ITA,H608,15179,23,023067,37501,H608,1900-01-01,4712-12-31,2000-05-12,2000-05-12,15179,N
15237,100,GARDA,0,ITA,D915,15237,23,023036,37830,D915,1900-01-01,4712-12-31,2000-05-12,2000-05-12,15237,N
15238,100,RONCADE,0,ITA,H523,15238,26,026069,31291,H523,1900-01-01,4712-12-31,2000-05-12,2000-05-12,15238,N
15302,100,MARENO DI PIAVE,0,ITA,E940,15302,26,026038,31366,E940,1900-01-01,4712-12-31,2000-05-12,2000-05-12,15302,N
15303,100,VIGONOVO,0,ITA,L899,15303,27,027043,30814,L899,1900-01-01,4712-12-31,2000-05-12,2000-05-12,15303,N
15304,100,TREBASELEGHE,0,ITA,L349,15304,28,028093,35752,L349,1900-01-01,4712-12-31,2000-05-12,2000-05-12,15304,N
15366,100,DOLO,0,ITA,D325,15366,27,027012,30407,D325,1900-01-01,4712-12-31,2000-05-12,2000-05-12,15366,N
15426,100,PETTORAZZA GRIMANI,0,ITA,G525,15426,29,029035,45500,G525,1900-01-01,4712-12-31,2000-05-12,2000-05-12,15426,N
15493,100,SAN GIOVANNI LUPATOTO,0,ITA,H924,15493,23,023071,37862,H924,1900-01-01,4712-12-31,2000-05-12,2000-05-12,15493,N
15494,100,BADIA POLESINE,0,ITA,A539,15494,29,029004,45920,A539,1900-01-01,4712-12-31,2000-05-12,2000-05-12,15494,N
14791,100,VILLA BARTOLOMEA,0,ITA,L912,14791,23,023095,37608,L912,1900-01-01,4712-12-31,2000-05-12,2000-05-12,14791,N
14919,100,ALBETTONE,0,ITA,A154,14919,24,024002,36503,A154,1900-01-01,4712-12-31,2000-05-12,2000-05-12,14919,N
14981,100,TEOLO,0,ITA,L100,14981,28,028089,35667,L100,1900-01-01,4712-12-31,2000-05-12,2000-05-12,14981,N
15048,100,CHIOGGIA,0,ITA,C638,15048,27,027008,30408,C638,1900-01-01,4712-12-31,2000-05-12,2000-05-12,15048,N
14342,100,CAMPOSAMPIERO,0,ITA,B563,14342,28,028019,35622,B563,1900-01-01,4712-12-31,2000-05-12,2000-05-12,14342,N
14406,100,POVEGLIANO VERONESE,0,ITA,G945,14406,23,023060,37522,G945,1900-01-01,4712-12-31,2000-05-12,2000-05-12,14406,N
14474,100,POVEGLIANO,0,ITA,G944,14474,26,026062,31600,G944,1900-01-01,4712-12-31,2000-05-12,2000-05-12,14474,N
