c_id_comune,c_cod_sigla_provincia,c_cod_istat_comune,c_cod_mf_comune,c_de_comune,c_vl_inizio,c_vl_fine,c_dt_agg,c_fk_provincia,c_de_provincia,fk_comune,num_ordinamento
26568,RO,029029,E522,LENDINARA,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,26568,1
26629,VI,024097,I425,SARCEDO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,26629,1
25864,VI,024090,F810,SALCEDO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,25864,1
25926,VI,024058,F019,MASON VICENTINO,1900-01-01,2019-02-20,2000-05-12,58123,VICENZA,25926,1
25990,VI,024027,C056,CASTEGNERO,1900-01-01,2026-02-20,2026-03-24,58123,VICENZA,25990,1
26053,BL,025001,A083,AGORDO,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,26053,1
25479,RO,029018,D105,COSTA DI ROVIGO,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,25479,1
25542,VI,024086,H512,ROMANO D'EZZELINO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,25542,1
25669,VE,027030,G981,PRAMAGGIORE,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,25669,1
25798,RO,029022,D577,FIESSO UMBERTIANO,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,25798,1
25161,VI,024051,E671,LONGARE,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,25161,1
25223,VI,024020,B441,CALVENE,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,25223,1
25350,VE,027026,F904,NOALE,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,25350,1
32073,VE,027007,C422,CEGGIA,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,32073,1
32202,VR,023066,H610,ROVEREDO DI GUA',1900-01-01,4712-12-31,2000-05-12,15178,VERONA,32202,1
32262,VR,023035,D818,FUMANE,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,32262,1
32263,TV,026068,H280,RIESE PIO X,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,32263,1
31558,TV,026030,D794,FREGONA,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,31558,1
31622,PD,028053,F148,MERLARA,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,31622,1
31813,VR,023094,L869,VIGASIO,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,31813,1
31113,VR,023055,G080,OPPEANO,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,31113,1
31173,VR,023024,C412,CAZZANO DI TRAMIGNA,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,31173,1
58245,TV,026039,F009,MASER,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,58245,1
57736,VR,023096,L949,VILLAFRANCA DI VERONA,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,57736,1
57862,VI,024003,A220,ALONTE,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,57862,1
1416,VI,024071,F838,NANTO,1900-01-01,2026-02-20,2026-03-24,58123,VICENZA,1416,1
1417,PD,028078,I107,SAN PIETRO IN GU',1900-01-01,2012-07-04,2000-05-12,49995,PADOVA,1417,1
1668,VI,024106,D717,TONEZZA DEL CIMONE,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,1668,1
1222,BL,025010,C458,CENCENIGHE AGORDINO,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,1222,1
900,BL,025006,A757,BELLUNO,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,900,1
53831,VI,024114,L650,VALSTAGNA,1900-01-01,2019-01-30,2000-05-12,58123,VICENZA,53831,1
53254,VI,024075,G095,ORGIANO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,53254,1
31174,TV,026057,G645,PIEVE DI SOLIGO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,31174,1
23690,VR,023098,M178,ZIMELLA,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,23690,1
22985,VR,023059,G489,PESCHIERA DEL GARDA,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,22985,1
22986,TV,026093,M118,VOLPAGO DEL MONTELLO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,22986,1
23045,VR,023028,C897,COLOGNOLA AI COLLI,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,23045,1
23108,PD,028085,I418,SAONARA,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,23108,1
23177,VE,027004,B554,CAMPONOGARA,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,23177,1
23304,VR,023063,H522,RONCA',1900-01-01,4712-12-31,2000-05-12,15178,VERONA,23304,1
22603,VR,023087,L364,TREGNAGO,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,22603,1
28165,BL,025054,I592,SELVA DI CADORE,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,28165,1
28229,BL,025023,B574,CANALE D'AGORDO,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,28229,1
27587,VI,024108,L297,TORRI DI QUARTESOLO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,27587,1
27910,VI,024112,L554,VALDASTICO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,27910,1
27911,BL,025019,D470,FALCADE,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,27911,1
27078,VI,024038,D379,DUEVILLE,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,27078,1
27079,BL,025043,H327,RIVAMONTE AGORDINO,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,27079,1
27139,BL,025012,C630,CHIES D'ALPAGO,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,27139,1
19206,VI,024077,G560,PIANEZZE,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,19206,1
19269,BL,025051,I392,SAN VITO DI CADORE,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,19269,1
19334,BL,025020,D506,FARRA D'ALPAGO,1900-01-01,2016-11-15,2000-05-12,41099,BELLUNO,19334,1
18692,VI,024105,L157,THIENE,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,18692,1
18120,VI,024066,F662,MONTEVIALE,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,18120,1
18182,VI,024035,D107,COSTABISSARA,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,18182,1
18183,BL,025040,B662,PONTE NELLE ALPI,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,18183,1
16518,RO,029046,L026,TAGLIO DI PO,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,16518,1
-22,TV,,A136,VEDELAGO,,,,24075,TREVISO,22665,1
-1345,TV,,G578,ODERZO,,,,24075,TREVISO,13384,1
-916,TV,,E408,SAN POLO DI PIAVE,,,,24075,TREVISO,58503,1
-1682,TV,,I101,VALDOBBIADENE,,,,24075,TREVISO,56712,1
-1843,TV,,I890,SAN BIAGIO DI CALLALTA,,,,24075,TREVISO,49608,1
-1498,TV,,H252,REVINE LAGO,,,,24075,TREVISO,49289,1
-1795,TV,,I664,VITTORIO VENETO,,,,24075,TREVISO,40010,1
-504,TV,,C460,VITTORIO VENETO,,,,24075,TREVISO,40010,1
16583,RO,029015,C500,CEREGNANO,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,16583,1
18441,VI,024070,F829,MUSSOLENTE,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,18441,1
18442,PD,028077,I008,SAN MARTINO DI LUPARI,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,18442,1
17735,VI,024094,I117,SAN PIETRO MUSSOLINO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,17735,1
17924,BL,025005,A501,AURONZO DI CADORE,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,17924,1
20869,VR,023006,A650,BARDOLINO,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,20869,1
20104,VI,024120,M170,ZERMEGHEDO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,20104,1
20105,BL,025027,E490,LA VALLE AGORDINA,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,20105,1
20163,TV,026001,A237,ALTIVOLE,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,20163,1
20358,BL,025062,L584,VALLADA AGORDINA,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,20358,1
20422,BL,025031,E672,LONGARONE,1900-01-01,2014-02-21,2000-05-12,41099,BELLUNO,20422,1
19783,VI,024116,L840,VICENZA,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,19783,1
17542,VE,027034,I040,SAN MICHELE AL TAGLIAMENTO,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,17542,1
22665,TV,026089,L706,VEDELAGO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,22665,1
22728,PD,028050,F033,MASSANZAGO,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,22728,1
22920,VR,023091,L781,VERONA,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,22920,1
22215,VR,023052,F861,NEGRAR,1900-01-01,2019-02-23,2019-02-19,15178,VERONA,22215,1
22278,VR,023021,C078,CASTEL D'AZZANO,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,22278,1
22279,TV,026054,G221,PADERNO DEL GRAPPA,1900-01-01,2006-02-07,2006-02-08,24075,TREVISO,22279,1
54085,BL,025056,I866,SOSPIROLO,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,54085,1
31684,PD,028022,B749,CARCERI,1900-01-01,2024-01-21,2000-05-12,49995,PADOVA,31684,1
22340,TV,026023,D030,CORNUDA,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,22340,1
22408,PD,028046,E684,LOREGGIA,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,22408,1
22468,PD,028015,B213,BRUGINE,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,22468,1
21834,VR,023080,I594,SELVA DI PROGNO,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,21834,1
21899,VR,023048,F218,MINERBE,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,21899,1
21900,TV,026082,I927,SPRESIANO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,21900,1
21958,VR,023017,B402,CALDIERO,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,21958,1
22021,TV,026019,C815,CODOGNE',1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,22021,1
21318,PD,028035,D040,CORREZZOLA,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,21318,1
21383,PD,028004,A296,ANGUILLARA VENETA,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,21383,1
20933,TV,026008,B744,CARBONERA,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,20933,1
21128,VR,023041,E358,ISOLA RIZZA,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,21128,1
21129,BL,025069,M189,ZOPPE' DI CADORE,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,21129,1
21193,VR,023010,B070,BOSCHI SANT'ANNA,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,21193,1
21194,BL,025038,G638,PIEVE D'ALPAGO,1900-01-01,2016-11-15,2000-05-12,41099,BELLUNO,21194,1
21195,TV,026043,F269,MOGLIANO VENETO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,21195,1
21253,TV,026012,C111,CASTELFRANCO VENETO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,21253,1
17670,PD,028070,G963,POZZONOVO,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,17670,1
17671,RO,029026,D942,GAVELLO,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,17671,1
17033,VI,024055,E864,MALO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,17033,1
17093,VI,024024,B835,CARRE',1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,17093,1
16452,VE,027023,F229,MIRA,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,16452,1
24197,PD,028096,L710,VEGGIANO,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,24197,1
24263,VE,027015,D740,FOSSALTA DI PIAVE,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,24263,1
20038,BL,025058,I673,SOVRAMONTE,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,20038,1
18951,BL,025047,I088,SAN PIETRO DI CADORE,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,18951,1
19013,BL,025016,A266,CORTINA D'AMPEZZO,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,19013,1
16647,VI,024083,H134,QUINTO VICENTINO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,16647,1
16838,RO,029050,L985,VILLANOVA DEL GHEBBO,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,16838,1
15945,VI,024044,D902,GAMBUGLIANO,1900-01-01,2024-01-21,2000-05-12,58123,VICENZA,15945,1
16007,VI,024013,A954,BOLZANO VICENTINO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,16007,1
16135,VE,027019,C388,JESOLO,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,16135,1
16264,VR,023078,I292,SANT'ANNA D'ALFAEDO,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,16264,1
16265,PD,028104,L979,VILLANOVA DI CAMPOSAMPIERO,1900-01-01,4712-12-31,2003-06-10,49995,PADOVA,16265,1
13125,TV,026016,C614,CHIARANO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,13125,1
13191,PD,028039,D879,GALLIERA VENETA,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,13191,1
13257,PD,028008,A568,BAGNOLI DI SOPRA,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,13257,1
13384,TV,026051,F999,ODERZO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,13384,1
13445,TV,026020,C848,COLLE UMBERTO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,13445,1
13511,PD,028043,E146,GRANZE,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,13511,1
15560,TV,026073,I103,SAN PIETRO DI FELETTO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,15560,1
15685,VI,024009,A465,ASIAGO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,15685,1
15686,PD,028065,G693,PIOVE DI SACCO,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,15686,1
-1066,BL,,F124,AURONZO DI CADORE,,,,41099,BELLUNO,17924,1
15179,VR,023067,H608,ROVERE' VERONESE,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,15179,1
15237,VR,023036,D915,GARDA,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,15237,1
15238,TV,026069,H523,RONCADE,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,15238,1
15302,TV,026038,E940,MARENO DI PIAVE,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,15302,1
15303,VE,027043,L899,VIGONOVO,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,15303,1
15304,PD,028093,L349,TREBASELEGHE,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,15304,1
15366,VE,027012,D325,DOLO,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,15366,1
15426,RO,029035,G525,PETTORAZZA GRIMANI,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,15426,1
15493,VR,023071,H924,SAN GIOVANNI LUPATOTO,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,15493,1
15494,RO,029004,A539,BADIA POLESINE,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,15494,1
14791,VR,023095,L912,VILLA BARTOLOMEA,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,14791,1
14919,VI,024002,A154,ALBETTONE,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,14919,1
14981,PD,028089,L100,TEOLO,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,14981,1
15048,VE,027008,C638,CHIOGGIA,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,15048,1
14342,PD,028019,B563,CAMPOSAMPIERO,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,14342,1
14406,VR,023060,G945,POVEGLIANO VERONESE,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,14406,1
14474,TV,026062,G944,POVEGLIANO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,14474,1
14533,TV,026031,D854,GAIARINE,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,14533,1
14597,PD,028054,F161,MESTRINO,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,14597,1
14660,PD,028023,B795,CARMIGNANO DI BRENTA,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,14660,1
14089,VR,023056,G297,PALU',1900-01-01,4712-12-31,2000-05-12,15178,VERONA,14089,1
14090,TV,026090,L856,VIDOR,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,14090,1
14149,VR,023025,C498,CEREA,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,14149,1
1159,VI,024036,D136,CREAZZO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,1159,1
709,VI,024095,I353,SANTORSO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,709,1
59781,RO,029051,L988,VILLANOVA MARCHESANA,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,59781,1
59846,RO,029020,D337,DONADA,1938-02-11,1994-12-31,2003-06-04,32970,ROVIGO,59846,1
58438,RO,029005,A574,BAGNOLO DI PO,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,58438,1
58694,RO,029040,H573,ROSOLINA,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,58694,1
14150,TV,026058,G846,PONTE DI PIAVE,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,14150,1
14213,TV,026027,D654,FOLLINA,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,14213,1
14214,PD,028082,I275,SANT'ANGELO DI PIOVE DI SACCO,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,14214,1
14280,VE,027001,A302,ANNONE VENETO,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,14280,1
13573,PD,028012,A906,BOARA PISANI,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,13573,1
13704,VR,023084,I850,SORGA',1900-01-01,4712-12-31,2000-05-12,15178,VERONA,13704,1
13769,TV,026086,L407,TREVISO,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,13769,1
12295,BL,025035,G169,OSPITALE DI CADORE,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,12295,1
12296,TV,026040,F012,MASERADA SUL PIAVE,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,12296,1
-1474,RO,,H169,LENDINARA,,,,32970,ROVIGO,26568,1
-1581,RO,,H667,LENDINARA,,,,32970,ROVIGO,26568,1
-2063,RO,,L918,BADIA POLESINE,,,,32970,ROVIGO,15494,1
-1593,RO,,H728,BADIA POLESINE,,,,32970,ROVIGO,15494,1
-664,RO,,D176,BADIA POLESINE,,,,32970,ROVIGO,15494,1
-262,RO,,B290,ROVIGO,,,,32970,ROVIGO,41669,1
-204,RO,,B060,ROVIGO,,,,32970,ROVIGO,41669,1
-605,RO,,C942,ROVIGO,,,,32970,ROVIGO,41669,1
-1725,RO,,I303,ROVIGO,,,,32970,ROVIGO,41669,1
-167,RO,,A907,ROVIGO,,,,32970,ROVIGO,41669,1
-863,RO,,E176,ROVIGO,,,,32970,ROVIGO,41669,1
-134,RO,,A754,ADRIA,,,,32970,ROVIGO,6598,1
12423,PD,028032,C743,CITTADELLA,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,12423,1
12486,PD,028001,A001,ABANO TERME,1900-01-01,4712-12-31,2025-08-21,49995,PADOVA,12486,1
7050,VI,024041,D750,FOZA,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,7050,1
7111,VI,024010,A467,ASIGLIANO VENETO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,7111,1
-1408,RO,,G926,DONADA,,,,32970,ROVIGO,60432,1
-2178,RO,,C967,PORTO VIRO,,,,32970,ROVIGO,60432,1
-214,RO,,B095,ADRIA,,,,32970,ROVIGO,6598,1
-1047,RO,,F036,CASTELMASSA,,,,32970,ROVIGO,7688,1
7173,PD,028097,L805,VESCOVANA,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,7173,1
7240,VE,027016,D741,FOSSALTA DI PORTOGRUARO,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,7240,1
7300,RO,029039,G923,PORTO TOLLE,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,7300,1
7366,VR,023075,I105,SAN PIETRO DI MORUBIO,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,7366,1
7367,PD,028101,L934,VILLA DEL CONTE,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,7367,1
7368,RO,029008,B432,CALTO,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,7368,1
6598,RO,029001,A059,ADRIA,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,6598,1
6665,TV,026070,H706,SALGAREDA,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,6665,1
6791,VI,024006,A377,ARCUGNANO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,6791,1
6792,PD,028062,G534,PIACENZA D'ADIGE,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,6792,1
5254,VR,023022,C225,CASTELNUOVO DEL GARDA,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,5254,1
5255,TV,026055,G229,PAESE,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,5255,1
5316,TV,026024,D157,CRESPANO DEL GRAPPA,1900-01-01,2019-01-30,2000-05-12,24075,TREVISO,5316,1
6282,VR,023064,H540,RONCO ALL'ADIGE,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,6282,1
6344,VR,023033,D420,ERBEZZO,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,6344,1
6345,TV,026066,H238,RESANA,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,6345,1
6405,TV,026035,E373,ISTRANA,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,6405,1
6531,RO,029032,F095,MELARA,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,6531,1
5895,VR,023092,D193,VERONELLA,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,5895,1
5961,TV,026094,M163,ZENSON DI PIAVE,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,5961,1
6022,VR,023029,C943,CONCAMARISE,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,6022,1
8774,RO,029023,D776,FRASSINELLE POLESINE,1900-01-01,4712-12-31,2000-05-12,32970,ROVIGO,8774,1
8841,VI,024091,H829,SANDRIGO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,8841,1
8903,VI,024059,F306,MOLVENA,1900-01-01,2019-02-20,2000-05-12,58123,VICENZA,8903,1
8965,VI,024028,C119,CASTELGOMBERTO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,8965,1
9027,BL,025002,A121,ALANO DI PIAVE,1900-01-01,2024-01-21,2000-05-12,41099,BELLUNO,9027,1
9797,BL,025009,C146,CASTELLAVAZZO,1900-01-01,2014-02-21,2000-05-12,41099,BELLUNO,9797,1
9225,VI,024063,F486,MONTE DI MALO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,9225,1
9286,VI,024032,C824,COGOLLO DEL CENGIO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,9286,1
5579,VR,023088,L396,TREVENZUOLO,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,5579,1
5704,PD,028051,F091,MEGLIADINO SAN FIDENZIO,1900-01-01,2018-02-16,2000-05-12,49995,PADOVA,5704,1
5764,PD,028020,B564,CAMPO SAN MARTINO,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,5764,1
5192,VR,023053,F918,NOGARA,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,5192,1
13001,VR,023045,E848,MALCESINE,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,13001,1
4878,TV,026083,L014,SUSEGANA,1900-01-01,4712-12-31,2000-05-12,24075,TREVISO,4878,1
60037,VI,024025,B844,CARTIGLIANO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,60037,1
59591,VI,024084,H214,RECOARO TERME,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,59591,1
6406,VE,027040,L085,TEGLIO VENETO,1900-01-01,4712-12-31,2000-05-12,7051,VENEZIA,6406,1
6407,PD,028090,L132,TERRASSA PADOVANA,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,6407,1
6470,PD,028058,F962,NOVENTA PADOVANA,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,6470,1
6530,PD,028027,B877,CASALE DI SCODOSIA,1900-01-01,4712-12-31,2000-05-12,49995,PADOVA,6530,1
4933,VR,023018,B709,CAPRINO VERONESE,1900-01-01,4712-12-31,2000-05-12,15178,VERONA,4933,1
2757,VI,024117,L952,VILLAGA,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,2757,1
2183,VI,024078,G694,PIOVENE ROCCHETTE,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,2183,1
2245,BL,025052,I421,SAPPADA,1900-01-01,2017-12-31,2000-05-12,41099,BELLUNO,2245,1
2310,BL,025021,D530,FELTRE,1900-01-01,4712-12-31,2000-05-12,41099,BELLUNO,2310,1
7814,VI,024048,E354,ISOLA VICENTINA,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,7814,1
7878,VI,024017,B196,BROGLIANO,1900-01-01,4712-12-31,2000-05-12,58123,VICENZA,7878,1
60673,VI,024124,M401,BARBARANO MOSSANO,2018-02-17,4712-12-31,,58123,VICENZA,60673,1
60674,PD,028107,M402,BORGO VENETO,2018-02-17,4712-12-31,,49995,PADOVA,60674,1
60490,VE,027036,I373,SAN STINO DI LIVENZA,2013-04-17,4712-12-31,,7051,VENEZIA,60490,1
60491,PD,028078,I107,SAN PIETRO IN GU,2012-07-05,4712-12-31,,49995,PADOVA,60491,1
60519,VI,024123,M384,VAL LIONA,2017-03-22,4712-12-31,,58123,VICENZA,60519,1
60713,BL,025074,M421,BORGO VALBELLUNA,2019-01-30,4712-12-31,,41099,BELLUNO,60713,1
60714,TV,026096,M422,PIEVE DEL GRAPPA,2019-01-30,4712-12-31,,24075,TREVISO,60714,1
60715,VI,024125,M423,VALBRENTA,2019-01-30,4712-12-31,,58123,VICENZA,60715,1
60716,VR,023052,F861,NEGRAR DI VALPOLICELLA,2019-02-23,4712-12-31,2019-02-19,15178,VERONA,60716,1
60719,VI,024126,M426,COLCERESA,2019-02-20,4712-12-31,,58123,VICENZA,60719,1
60720,VI,024127,M427,LUSIANA CONCO,2019-02-20,4712-12-31,,58123,VICENZA,60720,1
60873,VE,027506,D415,GRISOLERA,1900-01-01,1951-01-24,2026-02-23,7051,VENEZIA,60873,1
60884,BL,025075,M437,SETTEVILLE,2024-01-22,4712-12-31,,41099,BELLUNO,60884,1
60887,VI,024128,M436,SOVIZZO,2024-01-22,4712-12-31,,58123,VICENZA,60887,1
60890,PD,028108,M438,SANTA CATERINA D'ESTE,2024-01-22,4712-12-31,,49995,PADOVA,60890,1
60896,VI,024109,L394,TRETTO,1900-01-01,1969-06-24,2000-05-12,58123,VICENZA,60896,1
